business_type,annual_revenue,employee_count,current_tech_investment,customer_satisfaction,operational_efficiency,complexity_level,data_availability,workforce_skill_level,ai_integration_cost,potential_improvement,ai_beneficial
Tech,129740997.60597175,4993,2579632.19804574,7.841448368111431,0.9272736966010902,High,Moderate,8.320662042082116,1133543.9469219085,0.7260989178664266,1
Finance,335783735.4048827,2974,6286253.586109289,2.385099142243963,0.670002193029946,Low,Poor,7.685481488191212,3395359.780766883,0.09505032809277131,0
Healthcare,743764748.0353161,308,5760285.2331231125,2.343245227673265,0.9348248424060857,Low,Poor,6.954319593633389,3550869.4650618564,0.013493626920179391,0
Finance,161599136.1522599,332,8345020.730203884,3.41356930970422,0.5440672154883457,High,Poor,3.127029312418761,2837249.4506443283,0.012331882030736135,0
Tech,818149057.0949432,1948,9070261.89876448,4.249672537069335,0.8883992186043154,High,Poor,1.8807130244480503,4527727.562013682,0.14708980845855776,0
Manufacturing,832302043.7797842,4185,220352.0376261294,4.676100232676343,0.9237738165273681,Low,Moderate,6.185433968433696,643874.5882168722,0.3615554548184097,1
Finance,507960266.02707535,3026,6772797.198682047,7.117274951500107,0.5909088264186694,High,Rich,5.9831005018549,967895.1422518555,0.254526578839618,0
Manufacturing,7379485.845116747,2317,613174.4112853173,1.5101238894925186,0.7151732661861002,Medium,Poor,2.695465084013857,2200457.6395084755,0.05004721086181898,0
Healthcare,287751095.04173785,3250,5533700.784265824,1.3120543380345975,0.5827498873318278,Medium,Poor,1.5062202488365524,720892.4026477705,0.04969896864808834,0
Retail,617309991.4573665,662,2947564.0175324143,4.527195066495182,0.8533020644971089,Low,Poor,1.7263760877458738,2874851.1042480282,0.05114697923126819,0
Healthcare,981204991.849396,737,3137088.335269198,7.274473229241824,0.7676738840308284,Medium,Rich,9.934938878614604,2052162.2863861795,0.08231439676183101,0
Finance,632181713.4896517,3740,3594289.18417833,2.7409180866083434,0.8176616733541605,Medium,Poor,8.052255052685954,1494519.3932260002,0.16763754645787007,0
Manufacturing,260543777.48309565,662,6250795.24559114,6.773540331306266,0.5982434834781056,Low,Rich,9.297887283686553,932950.0837864226,0.053651477049828554,0
Manufacturing,634371697.3965118,2357,3407094.660120815,3.338453241462695,0.6058729310262098,High,Moderate,2.75549250012727,1743157.3679062305,0.09534906215652067,0
Tech,540445394.3361396,3063,7353720.600843776,8.974774979321648,0.5207486627549531,Low,Moderate,9.645116826910916,3079000.8190784757,0.28630486274745215,0
Manufacturing,780065549.7559924,1831,4104821.11718131,9.061209498399549,0.6610337675978648,Medium,Moderate,2.2838891632584586,2921347.5333581166,0.21934521091524886,0
Tech,107873658.18813145,2641,776696.6830685904,3.6755848385319383,0.7798723306668375,Low,Rich,5.5817364570982395,901757.6010301458,0.15140783882862235,0
Retail,761266874.5995259,2746,7859222.4405926615,3.0699437856691647,0.9289674569986643,Low,Poor,8.467261159753576,712107.0726291037,0.15662513271387038,0
Finance,541725312.0974342,4008,2929007.4134677895,4.701735748596081,0.8334637237293403,Medium,Poor,4.148230190604215,230716.13678347538,0.3141250909909024,1
Tech,963029011.8551357,624,4384392.1080327,3.1647842666213384,0.7176981616998757,Medium,Poor,4.823456798592105,160885.4095902681,0.028346570932128678,0
Retail,342530293.8726474,1960,6885894.443896825,7.051454589625333,0.976560057197069,Low,Poor,2.153665992691881,4411071.135026458,0.26993782077678835,0
Manufacturing,632989271.2408142,3654,3391315.955772249,8.43458216093457,0.8596226002879159,Medium,Poor,2.1062969199907546,320935.3944264106,0.529870738411261,1
Manufacturing,932096077.4045074,719,660197.9958524847,7.057829178200953,0.965082601431275,Medium,Rich,6.5761140230079365,3682983.438378907,0.09794776150720746,0
Retail,103407218.26268858,4414,3801818.3654268547,8.419154025244145,0.7637939866360828,Medium,Moderate,7.0797913175805105,4372726.971600289,0.567684470880684,1
Manufacturing,937291258.7492146,1333,9450040.968673604,4.572929459867267,0.6294521373965698,Medium,Poor,7.995992626739739,580483.4579560421,0.07673921633657395,0
Retail,688197836.5785125,973,6453170.533255726,2.4068527363797476,0.526413343182361,Medium,Moderate,6.010138474135782,2237876.9767817864,0.024655808236532684,0
Tech,68769222.04606673,1175,6747643.571805349,7.641558526578329,0.8630424257419252,Medium,Rich,6.811833630351753,4815284.617553956,0.15498224636983576,0
Tech,301662603.37986946,1579,6359593.321012635,4.2442705462739845,0.5606514990027671,High,Rich,1.1216554452974805,4187279.436565567,0.07514639881568212,0
Retail,708463916.5566363,1644,2070022.1756984242,7.041437427062193,0.6513875641359836,Low,Poor,2.4595365442346924,2499549.7561034895,0.15081085295695404,0
Tech,68283250.86730292,296,4241505.254612573,3.435795477835891,0.7662354539419487,Medium,Rich,9.864232894152142,3836598.452678609,0.01558515958105877,0
Tech,582588289.716097,3761,7534304.00379685,1.731066713260054,0.7822082938898738,Low,Moderate,1.6839415568424863,4183550.359715153,0.10185199757203786,0
Tech,346537173.8960038,1610,1103591.6857762756,9.933236159389871,0.800291598493568,High,Poor,7.109094000342204,1805332.1196247246,0.2559734313036338,0
Healthcare,621294602.2497096,2450,2850742.483288151,2.4058135713753934,0.5831276651748503,Medium,Poor,2.584743697285446,4471549.292662809,0.06874192608538295,0
Finance,46696291.77870034,2293,2835559.1738119507,9.89578894567133,0.6898687024108243,Low,Moderate,7.450467271908777,2405319.266418068,0.3130768223358569,1
Manufacturing,871665269.346224,3914,4376987.383185609,9.795519393098026,0.8085971135584833,Medium,Poor,7.353913626657941,2686256.0814382667,0.6200268151890647,1
Healthcare,973515480.2082195,1989,9805650.535327632,8.144362935172357,0.9849094323168923,Medium,Poor,3.107791538092812,4998567.425326972,0.31909367383001985,1
Tech,968908977.4304057,3119,768275.2121698372,6.934806658737978,0.8638155688498443,Medium,Moderate,3.4267095929728377,4232184.53414559,0.3736807751487859,1
Retail,749902179.9111818,276,5235139.844367891,6.200263452259763,0.9613018785469789,Medium,Poor,6.892936422418795,1872673.0282876021,0.03290099347087204,0
Tech,130956153.89050134,3597,1875710.3519208834,8.794913908400511,0.8811060291570885,Medium,Poor,4.510774349021923,150693.42271622975,0.5574811651836276,1
Finance,758504932.7330935,314,9709697.799556468,3.6049556945753913,0.7958584844462002,Medium,Moderate,2.7509317272992018,3168252.961590084,0.01801753713464535,0
Tech,25562329.54234271,1445,1221704.6968018955,5.209130912363893,0.5960116845681722,Medium,Rich,7.585116389087336,3549175.7880277284,0.08972591352718876,0
Retail,23101427.977468256,3607,4095649.9233797533,6.574509724298517,0.8333428259462565,High,Moderate,2.3873277190270077,3288933.1817025603,0.39524211179758123,1
Finance,324286608.9303917,695,7405061.349862602,4.70071428282542,0.8116897829799535,High,Poor,8.70079297730452,4842525.520699744,0.05303575240947493,0
Tech,489154547.21426105,3040,7075088.837471709,4.8473780868124114,0.8012345852286332,Medium,Moderate,5.632025716466448,4328558.033927507,0.23614032782667732,0
Finance,770637010.3899854,1949,4285013.50524993,3.9725620075187598,0.7448929339941204,Medium,Poor,1.9513054349137062,2299275.296585178,0.11534701873352955,0
Manufacturing,683612081.2298987,2554,3530589.2627319107,6.078086350160825,0.7643283019946379,High,Poor,7.24665100177886,408001.6886146667,0.23729997666270733,0
Manufacturing,446456803.6703716,2822,4036362.5476734187,8.655170752136044,0.667221263559052,High,Moderate,5.6724673561708645,2432687.9705597847,0.32593614421618167,1
Tech,274353039.6153842,1204,2716335.005270529,2.813755402056816,0.7596563463211516,High,Poor,3.682518146153286,3477295.697813913,0.05147069052788263,0
Finance,997127375.6575534,637,2132796.0931973183,9.409897348780973,0.5987779528392392,Medium,Rich,4.802854422014693,3077778.0603123223,0.071782753763654,0
Retail,426755120.933737,4621,4882093.005833011,7.201788883734067,0.9025871986801883,Low,Poor,3.685039692287489,2736871.631783336,0.6007524076038234,1
Tech,451935637.30534583,1871,2758484.1850693123,8.409458914120272,0.5928884773493539,Low,Moderate,3.3672325216850565,2397212.8942746823,0.18657130370640296,0
Manufacturing,164460197.37047753,1035,2945870.482482776,6.005716233670105,0.5424831449447332,Low,Rich,2.47247578759341,1539433.177834193,0.06744059648280082,0
Manufacturing,795014739.2011794,4129,6601885.028398115,8.015650312816572,0.7181230131785787,Low,Rich,4.264904198237283,1458999.1324506833,0.4753488916425344,1
Tech,693988543.5557071,3398,9688519.583828934,1.1458035760552048,0.829153719753031,Medium,Poor,3.2588848568446367,2551134.246736429,0.06456521431720216,0
Finance,221548843.17597163,3881,6076008.285537814,8.365423823015817,0.7188584124667707,Low,Moderate,7.150910383485254,886955.4175052801,0.4667721615341092,1
Manufacturing,83298664.57022685,1291,862096.7239431662,1.3612497317682988,0.6383770659756542,High,Poor,7.154890670469757,1769358.5755165278,0.022437337545717462,0
Finance,680818802.7726384,239,848277.7771552631,9.009220387265762,0.7790855919452204,High,Poor,5.516562183000746,1687498.446079488,0.033550599156246336,0
Manufacturing,654856703.0668541,1030,9519089.886371102,9.927664725147789,0.6735011677061,Low,Moderate,8.001500747232889,2976950.7277625846,0.1377376519706229,0
Manufacturing,273986267.47121114,1748,3043178.824042603,3.6466071595910003,0.9664338450633165,High,Moderate,8.572057471054434,426743.27177882043,0.1232061920706161,0
Healthcare,950912698.68816,1765,1011463.1622165068,2.8928670065721427,0.961322569801786,Medium,Poor,6.217898116908458,4165376.533298966,0.09816853557330145,0
Manufacturing,151906833.88911933,2643,6030541.412788778,7.888270274722366,0.7511859099860477,Low,Rich,6.570416464870903,2855654.0638835705,0.31322496863242555,1
Retail,432902466.2415593,4186,6274122.905073634,3.277237068282279,0.6639419970091293,Low,Poor,3.5459731880772867,3387050.7358020833,0.1821659565075046,0
Tech,943672304.2474313,4483,6520197.719175013,8.790061448549832,0.8685662069783195,Medium,Rich,9.053822806349679,3545160.128421221,0.6845317147198943,1
Tech,420307589.6091962,1148,2747280.075789659,1.9255833294172904,0.5183564717415333,High,Poor,1.2178543998027684,1528272.2705284287,0.022917261812437167,0
Finance,638887421.7164215,2376,249595.77372330285,2.1335967674142244,0.7373845030218256,Medium,Moderate,4.137422224985611,2404820.680185846,0.07476232224330358,0
Manufacturing,398196803.5648315,3297,9653652.157599272,9.81236399590554,0.6681616971351667,Medium,Rich,7.4962037939487045,4785605.183761369,0.4323188467603839,1
Retail,274940987.14632136,945,2583841.152341915,7.064550084430042,0.9602679425512773,High,Moderate,1.7208055870404513,3856855.6661843928,0.1282149724204331,0
Finance,983993670.3118684,1724,6792660.25172022,8.621985019860576,0.5060015136363413,Medium,Moderate,2.6485257468546335,4850828.688593608,0.15042718798626425,0
Healthcare,409924672.308728,2959,7095635.711799225,3.918964396163662,0.7764074378591745,High,Moderate,6.3035715507656604,3756646.2912168126,0.18006776160637822,0
Finance,894205104.4754553,980,6139073.429086909,7.08835374568544,0.870331790533313,High,Moderate,6.039943043172022,960440.6845717352,0.12091670430535213,0
Finance,230724651.28519508,4434,3197783.2027151175,6.348176445777375,0.7425089937620206,Medium,Moderate,7.650354665178595,416225.83083891356,0.4180001063494419,1
Manufacturing,213891599.3210582,773,2783852.912264251,6.428351081106523,0.5427015150813608,High,Poor,8.313513751793547,2930541.039926352,0.053934928968619254,0
Healthcare,32102948.80162685,2990,6016915.998756761,7.142792135839494,0.9862306950139511,Medium,Rich,2.157216206605022,1853285.070542787,0.42125756297765626,1
Finance,652015158.5505092,1139,8674346.772755746,6.178232558161887,0.7590052156880489,High,Poor,1.1654289079771785,1449743.759677034,0.10682249855192427,0
Retail,369157817.38003737,4628,9472663.916341616,4.861561323723993,0.8070931221595057,Low,Poor,7.206746676930155,4055333.882484546,0.36318069939086256,1
Retail,864493891.5897974,985,1148467.4635972006,3.4833042494249216,0.6183048913537537,High,Poor,3.712526161897233,1898267.008701542,0.042428757893207075,0
Tech,473736696.7848656,2345,1632803.2647174266,7.917231978218818,0.7417490425534019,High,Moderate,6.633855225261582,1653304.7516980893,0.27542490433334654,0
Healthcare,968225234.486807,205,9452888.961952489,3.036451870028676,0.7145747459791609,Medium,Poor,2.3549012925600223,4264939.206528151,0.008896064477185125,0
Healthcare,186339990.187418,1120,7391698.7605144465,7.231188755389727,0.5374479210009919,High,Rich,5.221360419993666,4246807.948783655,0.08705507693007908,0
Tech,868754544.7876552,2008,8841638.865814753,3.09999540384394,0.5530801767737337,Low,Poor,5.539822714570932,1846196.5249997773,0.06885616759918364,0
Finance,776820255.93895,2551,2106063.0779398973,6.627971529590085,0.9187362598093873,Low,Moderate,6.265700347358945,4179243.6348312343,0.310679033589618,1
Healthcare,771150922.799408,4269,5917100.123983079,7.723704404161261,0.6199099761032951,High,Rich,5.618530146975079,4268814.602630037,0.40879956060885714,1
Retail,844938444.8887708,3880,7041281.984732989,2.968425000158853,0.5974791357493152,High,Rich,5.461216932058425,2177259.621645365,0.13762918748181002,0
Retail,761262966.9520559,904,6833107.66592503,1.5394897077517746,0.7524557256250697,Low,Rich,3.9946073858546995,425718.33802494063,0.020943833040107482,0
Manufacturing,626594101.3097839,689,4140701.7395803113,2.178763686947567,0.8843735656812565,Medium,Rich,1.640622126862776,107764.7578850665,0.02655186912610466,0
Healthcare,132113632.80470519,2288,252409.42774395391,6.453972705439229,0.530973259289494,Low,Poor,1.8056817711715807,2664133.0681560757,0.15681434558606966,0
Finance,33493653.311760664,1652,5870967.962362205,8.64501765603162,0.7884039598191279,Low,Moderate,4.9040044696643825,1785969.9175147428,0.22519291368592181,0
Tech,920926999.9678712,491,2605705.2378781266,1.4049713911188193,0.5596052214202867,High,Rich,4.2021381503889375,4985946.281375993,0.007720771985407233,0
Tech,617033664.2062173,4678,4557517.036814614,7.6073613313748165,0.5182305254128092,High,Rich,5.64521324207048,3884813.8981736926,0.36884784339946924,1
Finance,796740753.6852001,1386,9580052.049329791,4.071867813550469,0.5263719760811088,Low,Moderate,3.7435435233064025,3830249.736117021,0.05941275021600878,0
Manufacturing,482040829.1610375,3750,4050449.6446601036,5.306755329275703,0.9170820541042206,Medium,Poor,7.191190823097919,4780689.564607984,0.3650047558500511,1
Tech,118190880.77343208,998,8414035.905977825,9.35973594861009,0.5589862418140308,Low,Rich,8.775593398085595,4449849.549677272,0.10442999390081333,0
Healthcare,126060606.4103479,3423,1966551.9969175863,3.987743542622609,0.522575682206146,Low,Poor,3.6897686990818093,1659118.6493363045,0.14266364354197772,0
Manufacturing,685879721.9417424,509,6757358.930447785,5.188032405455375,0.7189499435714561,Medium,Poor,2.7368560714512573,913337.3858589941,0.0379707444604171,0
Healthcare,430875589.0045632,4696,9772368.848945541,1.12314173284613,0.9219967359710124,Low,Poor,2.045625168286802,3754872.098820863,0.09725726046045675,0
Retail,201324201.9736364,442,1108741.6986420744,1.7343884800435454,0.631204188244651,Low,Poor,6.546286365137312,1953542.0790460778,0.00967761893019736,0
Manufacturing,492102952.1946954,3988,182367.4280492009,3.327324320213056,0.7108563087629582,High,Rich,4.994703920265125,2418545.992991687,0.18865229886967205,0
Tech,65144728.13805895,1837,4392469.647062882,1.2506701673896696,0.5199612662818756,Medium,Rich,2.6921414547666007,3188948.883246652,0.02389202361424163,0
Manufacturing,582389430.5124844,4990,1016992.2822085352,6.682377934434259,0.7245392570674379,High,Poor,6.878230599626699,4548576.116982679,0.483196185377072,1
Manufacturing,269724411.0306626,2307,7509005.061794691,4.837585211214603,0.7888065403185669,High,Poor,2.3363486470475596,2153529.9929877333,0.1760664959214585,0
Manufacturing,797761541.536551,1188,9154031.772100734,5.933306824552198,0.7854535268760724,Medium,Moderate,5.9887063526315725,3938252.7620748705,0.11072960168804567,0
Manufacturing,311051596.9646502,3858,4396807.629816713,2.571824673066966,0.6662133460871826,Medium,Moderate,5.7443354346273825,1414864.9772458216,0.13220470334385984,0
Healthcare,455764928.9327194,4791,2661245.2573388657,3.6633882649295453,0.6577665903315677,Low,Moderate,7.60805021067475,3520061.775525707,0.23089308538254993,0
Retail,12608919.368192535,2504,4400592.858165436,6.974420273674526,0.5533118094682989,High,Rich,1.4959867594660008,107739.16328176815,0.1932601774090916,0
Finance,73374440.90676431,1516,7262133.39671501,9.687724512673599,0.6833991603231342,Medium,Moderate,8.990856386661973,4370385.346104111,0.20073607041725844,0
Manufacturing,393101062.85027814,3724,189636.1996456727,1.4537509624198828,0.5497473344364823,High,Rich,7.326925535321376,248859.94177686624,0.05952409696676719,0
Tech,480458895.8824064,1427,5935594.495898502,9.013458887697395,0.8832979723560258,High,Rich,2.94513398513886,3592493.3983366624,0.22722320664177567,0
Manufacturing,600420527.5711844,2647,6171587.680385053,6.1919308118008765,0.983137148874093,Medium,Rich,2.650648137487657,326665.12738029106,0.3222731607977364,1
Tech,292370916.13059396,191,6413113.644269762,6.075276100800614,0.9850372283333535,Low,Rich,4.884941927294051,1404603.927030617,0.022860305363065346,0
Healthcare,695286904.240416,2709,2496018.591810684,5.502506816869843,0.9325355496876969,High,Moderate,8.358087965901372,2536291.7774271104,0.27801292481246437,0
Tech,860262274.7920154,4646,7169121.961443455,1.6245467731376504,0.8003960746698096,Medium,Poor,8.586549938251965,2157699.5582063673,0.12082209754250299,0
Finance,780071137.9044565,889,1004775.7146845864,1.808891665625446,0.8504328486219399,Low,Poor,5.684104829254448,1039996.9615449518,0.02735170106058381,0
Retail,40579206.523008786,3668,2072776.331021328,6.4082080509317745,0.642602901340207,High,Poor,8.747297764180637,1735693.0673752632,0.30209157118312285,1
Tech,481026440.31057113,3967,8786953.46187937,4.0686271429200245,0.8153852100863104,Medium,Moderate,1.0489933827252151,3665761.2132987385,0.2632103228729395,0
Tech,105825248.23975669,645,7413359.192193007,9.255412599199126,0.7278247747199387,High,Poor,1.3165716837843695,3379359.7536402764,0.08689850981038319,0
Retail,242802970.84666494,1954,236080.984712318,4.65931483623525,0.7410086698884663,Medium,Moderate,9.206394342730684,451891.4604431869,0.1349273223013721,0
Finance,986675930.6738793,330,2558924.977661022,2.28953312832377,0.878888280187579,Medium,Moderate,7.977987368973245,3761847.545307143,0.013280809301660776,0
Manufacturing,143353047.3586117,473,2222624.1816323292,7.432469501518324,0.6409591777986259,High,Moderate,5.0563545242534715,359924.81786543893,0.04506658425508395,0
Tech,499389265.29790473,4415,2780982.6475660284,3.6401807929690886,0.6590198058472599,High,Poor,7.782491183301884,2760339.3065889436,0.21182739444179385,0
Retail,618537578.583801,4299,2550841.7257708753,5.7292327662030385,0.9623208955643183,Medium,Poor,9.600755155510795,1374307.4654067343,0.4740387277481999,1
Healthcare,702762505.5735599,1800,719010.3278541728,7.2804950695465305,0.5281121474254862,Low,Poor,7.948805714931566,2979681.6250431123,0.13841704387795975,0
Retail,560089034.8034272,4807,4643511.114308521,9.102377000818633,0.7428171492066702,High,Rich,8.581342004364897,1380509.1401104191,0.6500411627791013,1
Healthcare,10761076.571764475,2017,7354061.400383035,8.129720753215086,0.9564004002039308,Medium,Moderate,7.845459232510556,4926294.051166572,0.31365431845869757,1
Finance,327134846.9357479,4138,6106644.0747026205,7.087249610854517,0.8051815039090785,Medium,Rich,2.5138998319018744,1617668.1002649062,0.472271785568431,1
Manufacturing,518193931.7413267,4228,6761429.51912099,7.116698641556292,0.773203537106066,Low,Moderate,8.50216698681163,1285607.1148050304,0.46530463889703266,1
Retail,88778632.64568852,2996,903376.8675087676,9.513321796288778,0.6248720896146776,Low,Poor,2.7559793802178905,1464479.9254851954,0.35620098745982764,1
Tech,351276304.27797157,1499,9519758.030750193,3.662416877468824,0.6716377445322241,Low,Moderate,9.033501952397323,4492717.000570548,0.07374532598537496,0
Finance,34169905.682575196,2381,8401069.155045945,1.0100088477656866,0.9260242079023464,High,Moderate,5.127849082729683,3217472.260479789,0.044538635670449814,0
Retail,79499918.65786572,2270,8070394.153107061,3.4475910345837883,0.7796090658842291,Medium,Rich,7.092790770799256,3680352.0773618044,0.12202490446143104,0
Tech,397526352.9253945,3839,8247539.669913498,2.961022416640696,0.75737109687839,Medium,Moderate,5.4751676309257915,4598251.499462317,0.17218627484406923,0
Retail,133583038.28901729,2860,9333834.030514337,6.956511266025983,0.5497898567700145,Medium,Poor,1.8459183647494184,4568175.175740536,0.21876822582285627,0
Healthcare,567973307.4132966,4778,5488114.264525607,6.703404397889761,0.5080140782275615,Low,Moderate,3.616500768585986,3720834.648235765,0.3254222989186132,1
Retail,689775504.1681285,1581,2082791.9768894964,6.341152444342514,0.9818425943435245,Medium,Moderate,9.853586685973054,1069339.7013224822,0.19686654899110234,0
Retail,800786112.4099737,4932,6206157.717740158,1.1461909888850834,0.6884930836434209,High,Moderate,9.646432765028356,4232529.271307527,0.07784122022518006,0
Retail,200950094.0005653,3040,7454526.787312596,7.5590024900558275,0.8016065310497522,Low,Rich,3.8843820788999253,1098502.5675362123,0.36840822246640553,1
Finance,168315099.67681068,4543,7405382.194204851,3.9117737123694236,0.5398575365936424,Low,Moderate,9.966671238207033,3740204.1890823166,0.1918781952536987,0
Retail,105463272.49406585,1193,5262345.339252113,6.98550390105968,0.8415571428615233,Low,Moderate,8.609960759472097,3459455.026069884,0.1402657988075521,0
Tech,636793819.294093,983,777741.3214024227,6.0092058565193796,0.9662833543529805,Low,Rich,6.4986354948902925,3818555.3656881885,0.11415766933941049,0
Healthcare,706769250.7604142,1510,3774018.0904582655,4.084578328851165,0.7878326264987099,High,Rich,1.3611215823490854,2710159.835497697,0.09718251500334742,0
Healthcare,32554558.680816397,2773,9215589.423787238,2.2111864039369697,0.5630576611877053,Medium,Rich,9.113021465845415,3229758.293021176,0.06904911118251751,0
Retail,936276033.9974462,2562,5886044.2065985175,1.8497700789443285,0.7908607637367384,High,Rich,6.016863513378878,4771268.394127851,0.0749595379845043,0
Finance,52919312.36782094,335,5429486.238231563,8.483664998010012,0.8831736065523261,Medium,Poor,8.816285360824926,595334.111453653,0.05020007838759737,0
Finance,541755038.9657694,314,2761649.792383716,9.265577878734021,0.7032082682870093,High,Poor,8.50986207915168,1613351.646429938,0.04091816252163707,0
Tech,709351458.9314655,2417,3747644.3071741313,6.848092420878697,0.9399188739707339,Low,Moderate,8.497055936809774,3095649.3641820736,0.31114772466763857,1
Retail,871098154.6223395,3497,8963926.282616375,1.9309070337443504,0.8243414766786823,Low,Poor,7.283564746434146,4823865.237644298,0.11132536928149349,0
Healthcare,714372845.2002953,4966,6697984.170515673,4.618244951994167,0.9496244591446013,High,Moderate,3.6227362480844376,568314.7935467457,0.435577629585455,1
Finance,801926354.986722,1812,7895131.564848095,7.560452800946415,0.8117526556236686,High,Poor,4.025442319700678,210491.1854974235,0.22241276723321615,0
Retail,340110742.35026324,3098,4598019.688369785,8.018387956090613,0.5656439860024121,Medium,Rich,3.776222913244177,373173.0325046072,0.2810228592204115,0
Finance,815010288.6327658,2431,6339447.472615964,2.0639676006197973,0.6548458555525946,High,Rich,1.1804139957930824,356787.8636598742,0.06571385019465559,0
Finance,81034731.53829047,2319,2558997.7265577544,1.0002764696084419,0.6008974741262285,High,Poor,6.243120182933301,4548297.703109281,0.02787732995424417,0
Healthcare,894921839.4044671,90,7084062.219806514,7.409233412925445,0.9544132488584312,Medium,Poor,7.289503034014295,3634163.748875741,0.012728646959725108,0
Manufacturing,548044783.7775825,117,4333253.203663039,4.209365583875851,0.8802000336437413,Medium,Moderate,8.684793941726833,3417821.1943617635,0.008669895924798414,0
Tech,817480472.1925312,1037,4481200.596665981,3.290331984564342,0.838199184455003,Medium,Moderate,2.261488900444573,2660606.8192828665,0.05719995737463641,0
Tech,452865966.2337818,4058,6528291.013311128,1.116077228105729,0.6504831598158108,High,Moderate,5.897648340791216,3931567.8231635443,0.05892130310758144,0
Healthcare,643934117.5013285,3248,9369178.152542373,5.8626946608534976,0.5920223860251068,Medium,Rich,1.0720732660640457,862675.164531795,0.22546618744831803,0
Finance,526876258.2751771,4840,733662.8314253471,8.660356618833836,0.878225543994456,Low,Rich,1.8558428293965652,2020511.8299633432,0.7362362517872969,1
Retail,731857932.2335765,2574,8264958.049735376,9.61868481645329,0.7370789729395398,Low,Rich,1.4879056978539376,2501020.828745283,0.3649793171588269,1
Finance,82548352.04855898,1135,2994592.7930807117,6.091704555519603,0.6128947760753145,Low,Rich,7.529302306139383,641006.5386159586,0.08475212751801803,0
Healthcare,61291731.906573236,2529,4494802.59961314,5.630151949659048,0.8083109890826375,High,Moderate,1.7295360748984283,2155617.1757538333,0.23018521449656865,0
Tech,247856130.7761363,1743,316941.9548725887,1.76550746940317,0.520166926069226,Low,Rich,7.44807683402911,1650858.7183868398,0.03201398056284604,0
Finance,160385135.43307516,2365,3080356.170559699,5.939855213883398,0.6630851270641267,High,Rich,3.2466223396952505,274352.51438796695,0.18629718240907037,0
Tech,871911783.0256095,828,5076049.3020382915,4.419811710688552,0.7342784972955674,High,Rich,8.899416646272455,770003.4733732527,0.05374337193276194,0
Retail,219994773.37068626,4639,656143.1657396462,6.464217527952193,0.573979167054703,Low,Rich,8.318349895274327,3843780.433520612,0.3442440641266422,1
Tech,975889390.5633122,1635,4961847.720893335,4.49853713088892,0.9923272387954198,Medium,Poor,9.62047195727749,188385.75657275785,0.1459734844016371,0
Tech,337558895.9793357,1542,9278395.22569843,3.1626921110533006,0.6045486822948072,High,Moderate,8.953858139122287,4677841.165572169,0.058966121579766474,0
Manufacturing,182935797.77301058,710,1143392.8592672716,1.8546874770553885,0.5651765650216327,Low,Moderate,9.399964772047126,523480.69899146335,0.014884807744085397,0
Manufacturing,789908808.6353366,1398,7667963.207947493,3.834266001300062,0.6017674369434483,High,Rich,8.72868156861977,4016266.661596945,0.06451312641956232,0
Manufacturing,659049067.7253753,1349,4155743.428422327,1.8698035085897704,0.8845305665798622,Medium,Poor,7.240437105533698,4503221.050623007,0.044622177667703024,0
Tech,498697520.7366859,3990,6586219.773790946,2.5920725574158556,0.7127528296359213,Medium,Moderate,2.5323323691289237,4711564.365767191,0.14743106258359767,0
Healthcare,555808187.3866936,2036,2676342.3200537707,9.886025427215912,0.782707969876269,Low,Moderate,3.4453676696868367,4350637.415130265,0.3150861027336962,1
Tech,719482576.4939916,2094,1678973.399159447,4.996932012159568,0.5105045784931803,High,Rich,2.914542695172458,1508995.1931846717,0.10683406536584199,0
Healthcare,229226286.58996743,3566,1688579.8812851417,5.786845898545149,0.5172156542866573,High,Rich,6.432272088923851,1732126.9435585374,0.2134641325567733,0
Healthcare,996337582.1406852,1108,797870.261867132,8.862566758634937,0.722912774913508,High,Moderate,5.532579441762413,2190073.9231893723,0.14197607806003648,0
Manufacturing,974818368.9846363,1026,1937902.378522306,9.960120104416191,0.9083276216008118,High,Moderate,8.803719974425812,782553.778094794,0.18564551125281323,0
Finance,650675360.6605899,4627,6675771.911390786,6.244430044102134,0.9426194393537826,Low,Poor,9.574055798491681,209135.02982939692,0.5447016509670211,1
Retail,200342908.478216,777,8828737.057250729,8.312264389397544,0.5433532837978201,Medium,Moderate,4.643739006563299,4358695.90997707,0.07018635019858098,0
Manufacturing,680548014.18886,2577,8159844.287352502,3.9424692190300776,0.7691815510505113,Low,Moderate,5.557154979527311,2815230.709431236,0.15629374030997084,0
Manufacturing,73126210.57019667,3186,6882829.667757393,3.7516956170256197,0.9566148431396353,High,Rich,9.743647211237253,3082742.41667326,0.2286864739480989,0
Finance,31621849.703600258,392,1193275.4477699164,4.6243334889510415,0.6939863771989432,High,Moderate,3.486150474608292,4642243.526607197,0.025160319648461955,0
Retail,258425205.62270248,1497,2962955.718329903,7.0525653640628425,0.9147829157141842,Medium,Rich,8.131516978229323,3359088.872756717,0.19315989523164812,0
Tech,463160333.782577,2429,3167088.065692443,7.139725203295889,0.5668478271997182,High,Moderate,3.0271591210172164,3485182.1712650857,0.19660995035459336,0
Tech,868404232.9029721,3709,2574573.76933645,3.837154911845057,0.9676972448338994,Low,Moderate,7.133141038827448,3956146.377340037,0.27544549024082093,0
Manufacturing,727441900.6965417,576,5198556.031126259,2.198889317229658,0.8757116587656513,Low,Moderate,3.2825406487470774,670107.4043012785,0.02218283149171109,0
